manufacturer,model_name,production_start,production_end,recall_start_date,recall_count,recall_reason
벤츠,MAYBACH S 500 4MATIC,2015-01-30,2016-03-10,2023-07-07,3,"타이어 공급업체(Goodyear사)의 개발 공정 오류로 인하여 후방 타이어는 UN ECE R30에 따른 고속 유효성 시험 조건을 만족하지 못할 수 있습니다. 고속 유효성 시험 조건에 따르면, 최대 속도 300km/h(속도 범주 기호 “Y”)로 설계된 타이어는 최고 속도 300km/h에서 10분 동안의 시험 시간을 통과해야 합니다. 하지만, 시험 결과 마지막 속도 단계인 300km/h에서 전체 테스트 시간을 견디지 못했습니다. 타이어의 내부 라이닝에 포함된 폴리우레탄 폼 인서트(foam insert)로 인해 열 방출이 감소되었기 때문입니다. 시험 종료 시 타이어의 중심선에서 트레드가 부분적으로 분리되거나 마모된 흔적은 확인되었지만, 타이어의 카커스(carcass)1에는 영향이 없었고, 공기 손실 또한 발생되지 않았습니다. 1카커스(carcass): 타이어의 몸통을 이루는 고무와 실로 이루어진 코드 층."
벤츠,MAYBACH S 560 4MATIC,2017-04-19,2018-09-18,2023-07-07,5,"타이어 공급업체(Goodyear사)의 개발 공정 오류로 인하여 후방 타이어는 UN ECE R30에 따른 고속 유효성 시험 조건을 만족하지 못할 수 있습니다. 고속 유효성 시험 조건에 따르면, 최대 속도 300km/h(속도 범주 기호 “Y”)로 설계된 타이어는 최고 속도 300km/h에서 10분 동안의 시험 시간을 통과해야 합니다. 하지만, 시험 결과 마지막 속도 단계인 300km/h에서 전체 테스트 시간을 견디지 못했습니다. 타이어의 내부 라이닝에 포함된 폴리우레탄 폼 인서트(foam insert)로 인해 열 방출이 감소되었기 때문입니다. 시험 종료 시 타이어의 중심선에서 트레드가 부분적으로 분리되거나 마모된 흔적은 확인되었지만, 타이어의 카커스(carcass)1에는 영향이 없었고, 공기 손실 또한 발생되지 않았습니다. 1카커스(carcass): 타이어의 몸통을 이루는 고무와 실로 이루어진 코드 층."
비엠더블유,BMW 630d xDrive,2020-06-15,2020-10-28,2023-07-07,63,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,X3 xDrive30d,2020-08-28,2020-10-23,2023-07-07,14,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 118d,2019-07-04,2020-10-28,2023-07-07,1625,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 218d Gran Coupe,2020-06-23,2020-10-29,2023-07-07,395,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 640i xDrive Luxury,2019-06-11,2020-06-30,2023-07-07,329,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 730d xDrive,2020-06-22,2020-10-26,2023-07-07,149,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 730d xDrive,2019-02-14,2020-06-26,2023-07-07,396,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 730Ld xDrive,2020-06-24,2020-10-27,2023-07-07,144,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 730Ld xDrive,2018-01-30,2020-06-29,2023-07-07,719,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 740d xDrive,2020-07-02,2020-10-20,2023-07-07,63,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 740d xDrive,2019-03-14,2020-06-29,2023-07-07,196,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 740i,2019-10-30,2020-10-28,2023-07-07,303,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X3 xDrive20i Luxury,2019-07-29,2020-11-23,2023-07-07,1555,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X3 xDrive30d M Sport Package,2019-07-30,2020-06-25,2023-07-07,182,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 220d Gran Coupe M Sport Package(HEA),2019-11-18,2020-07-06,2023-07-07,229,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 320d,2018-11-05,2020-10-29,2023-07-07,2662,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 320d Touring,2020-02-28,2020-10-29,2023-07-07,123,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 320d xDrive,2018-11-12,2020-10-23,2023-07-07,478,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 320i,2019-12-02,2020-10-28,2023-07-07,2362,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 320i Touring,2020-02-20,2020-10-27,2023-07-07,85,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 330e,2020-03-02,2020-10-29,2023-07-07,530,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 330i,2018-11-14,2020-02-06,2023-07-07,839,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 330i xDrive,2018-11-05,2020-02-06,2023-07-07,416,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 420d Coupe,2020-08-17,2020-10-20,2023-07-07,59,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 420i Coupe,2020-07-31,2020-10-29,2023-07-07,96,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 430i Coupe,2020-07-31,2020-10-29,2023-07-07,64,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 520d Luxury,2019-06-27,2020-06-30,2023-07-07,3893,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 520d xDrive Luxury,2019-06-19,2020-06-30,2023-07-07,1859,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 520i,2020-06-15,2020-10-29,2023-07-07,2155,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 520i Luxury,2019-06-12,2020-06-30,2023-07-07,6536,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 523d,2020-06-15,2020-10-29,2023-07-07,575,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 523d xDrive,2020-06-18,2020-10-22,2023-07-07,332,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 530e,2020-06-19,2020-10-29,2023-07-07,1106,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 530e iPerformance Luxury,2019-06-13,2020-06-30,2023-07-07,1641,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 530i,2020-06-15,2020-10-27,2023-07-07,1496,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 530i Luxury,2019-06-11,2020-06-30,2023-07-07,3465,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X5 xDrive30d,2020-07-13,2020-11-21,2023-07-07,506,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X5 xDrive30d xLine,2018-08-20,2020-07-29,2023-07-07,3773,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X5 xDrive40d,2020-06-02,2020-10-26,2023-07-07,141,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 530i xDrive,2020-06-16,2020-10-29,2023-07-07,862,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 530i xDrive Luxury,2019-06-13,2020-06-29,2023-07-07,2121,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 540i xDrive Luxury,2019-06-25,2020-06-30,2023-07-07,215,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 540i xDrive,2020-06-15,2020-10-29,2023-07-07,110,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 620d,2020-06-29,2020-10-29,2023-07-07,241,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 620d Luxury,2019-06-27,2020-06-30,2023-07-07,1721,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 620d xDrive,2020-06-15,2020-10-29,2023-07-07,108,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 620d xDrive Luxury,2019-07-05,2020-06-29,2023-07-07,587,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 630d xDrive,2019-06-27,2020-01-28,2023-07-07,92,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 740Ld xDrive,2019-03-07,2020-01-28,2023-07-07,78,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 740Li xDrive,2019-02-27,2020-10-29,2023-07-07,1174,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 745e iPerformance,2018-04-02,2020-10-28,2023-07-07,195,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 745Le iPerformance,2019-04-02,2020-10-28,2023-07-07,265,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 750Li xDrive,2019-02-27,2020-01-15,2023-07-07,67,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 840d xDrive Gran Coupe,2019-06-27,2020-07-30,2023-07-07,169,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 840i xDrive,2018-07-09,2018-07-09,2023-07-07,1,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 840i xDrive Coupe,2019-06-17,2020-09-22,2023-07-07,28,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 840i xDrive Gran Coupe,2018-10-02,2020-10-29,2023-07-07,258,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW M235i xDrive Gran Coupe,2020-03-05,2020-10-30,2023-07-07,189,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW M340i,2020-06-28,2020-10-29,2023-07-07,581,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW M340i xDrive Touring,2020-02-28,2020-10-21,2023-07-07,78,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW M5,2020-07-01,2020-10-23,2023-07-07,54,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW M5,2018-07-01,2020-06-26,2023-07-07,210,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW M550i xDrive,2020-06-30,2020-10-27,2023-07-07,126,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW M760Li xDrive,2019-02-28,2020-10-28,2023-07-07,138,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW M8 Coupe,2017-07-05,2020-08-18,2023-07-07,66,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW M8 Coupe,2015-10-21,2020-09-29,2023-07-07,64,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X3 M Competition,2020-06-04,2020-11-17,2023-07-07,80,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X3 M40i,2020-03-17,2020-11-21,2023-07-07,137,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X3 xDrive20d M Sport Package,2019-07-09,2020-11-22,2023-07-07,2263,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X5 xDrive40i,2019-02-06,2020-11-23,2023-07-07,900,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X5 xDrive45e iPerformance,2020-06-02,2020-11-15,2023-07-07,396,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X6 M,2019-12-09,2020-11-20,2023-07-07,119,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X6 M50d,2019-08-24,2020-06-30,2023-07-07,84,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X6 M50i,2020-06-02,2020-11-21,2023-07-07,182,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X6 xDrive30d,2019-07-31,2020-07-30,2023-07-07,1444,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X6 xDrive30d,2020-08-10,2020-11-23,2023-07-07,452,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X6 xDrive40d,2020-06-02,2020-10-27,2023-07-07,113,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X6 xDrive40i,2019-12-17,2020-11-20,2023-07-07,828,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X7 M50d,2018-12-15,2020-07-10,2023-07-07,162,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X7 M50i,2019-02-02,2020-11-23,2023-07-07,200,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X7 xDrive30d,2018-07-19,2020-07-28,2023-07-07,1683,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X7 xDrive40d,2020-07-13,2020-11-21,2023-07-07,231,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW X7 xDrive40i,2019-03-15,2020-11-21,2023-07-07,1044,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW Z4 M40i,2019-02-21,2020-10-06,2023-07-07,179,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW Z4 sDrive20i,2018-11-19,2020-10-28,2023-07-07,574,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유,BMW 740d xDrive,2022-12-08,2022-12-15,2023-07-07,17,앞 좌석 시트 레일 조절장치의 생산 공정상 오류로 레일 조절장치의 용접이 부정확하게 되었습니다.
비엠더블유,BMW 740i,2022-12-02,2022-12-19,2023-07-07,41,앞 좌석 시트 레일 조절장치의 생산 공정상 오류로 레일 조절장치의 용접이 부정확하게 되었습니다.
비엠더블유,BMW i7 xDrive60,2022-12-08,2022-12-13,2023-07-07,9,앞 좌석 시트 레일 조절장치의 생산 공정상 오류로 레일 조절장치의 용접이 부정확하게 되었습니다.
벤츠,S 350 d,2021-02-10,2021-02-15,2023-07-10,2,보조 온-보드 전기 시스템의 전압 변환기(voltage converter) 소프트웨어 오류로 인해 서비스센터에서 진단기를 통한 차량 진단 중에 통신 장애가 발생된 경우 전압 변환기에 고장 코드가 저장됩니다. 이러한 경우 보조 온-보드 전기 시스템은 기본 온-보드 전기 시스템으로부터 분리되어 향후 차량 운행 중에 보조 온-보드 전기 시스템 배터리가 더 이상 충전되지 못할 수 있습니다.
벤츠,S 400 d 4MATIC,2021-02-10,2021-02-20,2023-07-10,3,보조 온-보드 전기 시스템의 전압 변환기(voltage converter) 소프트웨어 오류로 인해 서비스센터에서 진단기를 통한 차량 진단 중에 통신 장애가 발생된 경우 전압 변환기에 고장 코드가 저장됩니다. 이러한 경우 보조 온-보드 전기 시스템은 기본 온-보드 전기 시스템으로부터 분리되어 향후 차량 운행 중에 보조 온-보드 전기 시스템 배터리가 더 이상 충전되지 못할 수 있습니다.
벤츠,S 450 4MATIC,2021-02-12,2021-04-12,2023-07-10,5,보조 온-보드 전기 시스템의 전압 변환기(voltage converter) 소프트웨어 오류로 인해 서비스센터에서 진단기를 통한 차량 진단 중에 통신 장애가 발생된 경우 전압 변환기에 고장 코드가 저장됩니다. 이러한 경우 보조 온-보드 전기 시스템은 기본 온-보드 전기 시스템으로부터 분리되어 향후 차량 운행 중에 보조 온-보드 전기 시스템 배터리가 더 이상 충전되지 못할 수 있습니다.
벤츠,S 500 4MATIC,2020-07-16,2021-07-16,2023-07-10,727,보조 온-보드 전기 시스템의 전압 변환기(voltage converter) 소프트웨어 오류로 인해 서비스센터에서 진단기를 통한 차량 진단 중에 통신 장애가 발생된 경우 전압 변환기에 고장 코드가 저장됩니다. 이러한 경우 보조 온-보드 전기 시스템은 기본 온-보드 전기 시스템으로부터 분리되어 향후 차량 운행 중에 보조 온-보드 전기 시스템 배터리가 더 이상 충전되지 못할 수 있습니다.
벤츠,S 580 4MATIC,2020-10-16,2021-02-19,2023-07-10,3,보조 온-보드 전기 시스템의 전압 변환기(voltage converter) 소프트웨어 오류로 인해 서비스센터에서 진단기를 통한 차량 진단 중에 통신 장애가 발생된 경우 전압 변환기에 고장 코드가 저장됩니다. 이러한 경우 보조 온-보드 전기 시스템은 기본 온-보드 전기 시스템으로부터 분리되어 향후 차량 운행 중에 보조 온-보드 전기 시스템 배터리가 더 이상 충전되지 못할 수 있습니다.
벤츠,Maybach S 580 4MATIC,2020-09-11,2021-02-18,2023-07-10,7,보조 온-보드 전기 시스템의 전압 변환기(voltage converter) 소프트웨어 오류로 인해 서비스센터에서 진단기를 통한 차량 진단 중에 통신 장애가 발생된 경우 전압 변환기에 고장 코드가 저장됩니다. 이러한 경우 보조 온-보드 전기 시스템은 기본 온-보드 전기 시스템으로부터 분리되어 향후 차량 운행 중에 보조 온-보드 전기 시스템 배터리가 더 이상 충전되지 못할 수 있습니다.
폭스바겐그룹,벤테이가,2022-02-19,2022-08-26,2023-07-10,138,"생산 과정에서 뒷좌석 시트 레일 멈춤 장치가 제대로 설치가 안된 것이 자체 점검 과정에서 발견되었습니다. 이로 인해 시트가 올바르게 고정되지 않을 수 있으며, 이는 ‘자동차 및 자동차부품의 성능 과 기준에 관한 규칙’ 제97조(운전자 및 승객 좌석의 설치)의 일부 규정을 준수하지 못하는 것입니다"
