센터코드,센터명,센터종류,주소,전화번호,위도,경도,전기차수리,수소차수리
I01DG6,성환점,전문블루핸즈,충청남도 천안시 서북구 성환읍 성환1로 69,041 5824850,127.131033,36.901597,N,N
P03M07,세방정비공장,종합블루핸즈,경상남도 양산시 물금읍 제방로 225 (ICD10단지),055 3813031,129.015278,35.310761,N,N
G1M011,세종금남점,전문블루핸즈,세종특별자치시 금남면 용포로 112,044 8685185,36.468699,127.281766,N,Y
G1M005,세종부강점,전문블루핸즈,세종특별자치시 부강면 연청로1040,044 8668203,127.387861,36.528922,N,N
G1M014,세종서부점,전문블루핸즈,"세종특별자치시 장군면 장척로 536, 전부,428-4번지 1동",044 8676671,127.217047,36.498083,N,Y
P1M005,센텀점,전문블루핸즈,부산광역시 해운대구 재반로27번길 37-15 ,051 5049322,35.181647,129.125017,N,N
S02DM2,소답점,전문블루핸즈,경상남도 창원시 의창구 읍성로 124 (소답동),055 2530201,35.261958,128.628381,N,Y
E1M017,소사벌점,전문블루핸즈,경기도 평택시 비전3로 193-10 ,031 6540633,127.1209,37.008989,N,N
F1M003,소양점,전문블루핸즈,강원특별자치도 춘천시 소양로 161(소양로2가),033 2548504,127.724194,37.887644,N,N
D1M012,송도유원지점,전문블루핸즈,인천광역시 연수구 능허대로 247 ,032 8518204,37.451813,126.737588,N,N
N01DK4,송도점,전문블루핸즈,경상북도 포항시 남구 송림로 106 ,054 2438204,36.039253,129.374839,N,N
D1M013,송도점,전문블루핸즈,"인천광역시 연수구 신송로 118번길 9, 115호(송도동)",032 8150058,37.396206,126.652945,N,N
Z21Z46,송도종합서비스,종합블루핸즈,인천광역시 미추홀구 독배로 183 ,032 8315599,37.43736,126.646975,Y,N
G01DJ9,송두점,전문블루핸즈,충청북도 진천군 진천읍 덕금로 106-27,043534 2338,127.462347,36.869475,N,N
I1Z004,송악현대서비스,종합블루핸즈,충청남도 당진시 송악읍 덕적골길 14 ,041 3548272,36.917593,126.707199,Y,Y
ME0D28,송우점,전문블루핸즈,경기도 포천시 소흘읍 호국로484번길 24,031542 9090,127.137786,37.815292,N,N
ME0D61,송우중부점,전문블루핸즈,경기도 포천시 소흘읍 송우로 168 ,031 5428235,127.133122,37.835011,,
Z1Z008,송우현대서비스(주),종합블루핸즈,경기도 포천시 소흘읍 부흥로 129(외2필지),031 5411737,127.132906,37.805542,N,N
L01DG5,송월점,전문블루핸즈,전남광주통합특별시 나주시 예향로 4111 (송월동),061331 8204,35.020115,126.713312,N,N
E01DH2,송전점,전문블루핸즈,경기도 용인시 처인구 백옥대로 20(제1동) (이동면),031 3235300,37.141822,127.196997,N,N
M01DJ9,송정점,전문블루핸즈,경상북도 구미시 구미중앙로42길 5-22 (송정동),054 4560080,36.119473,128.352522,N,N
L01DJ2,송정점,전문블루핸즈,전남광주통합특별시 광산구 송도로 299 (송정동),062 9458204,126.800658,35.1399,N,N
P01DK4,송정점,전문블루핸즈,부산광역시 해운대구 해운대로 1130 (송정동),051 7041335,129.2024,35.186086,N,Y
J01DJ6,송천동부점,전문블루핸즈,전북특별자치도 전주시 덕진구 송천중앙로 248 (송천동2가),063 2548575,127.121853,35.868794,N,N
J01DJ8,송천점,전문블루핸즈,전북특별자치도 전주시 덕진구 송천3길 44-12 (송천동1가),063271 7272,127.116356,35.860894,N,N
E1Z014,송탄현대서비스,종합블루핸즈,경기도 평택시 삼봉로 58 현대자동차 블루핸즈 송탄현대서비스,031 6643642,127.0693,37.089469,Y,Y
B2Z007,송파현대써비스,종합블루핸즈,서울특별시 송파구 송이로32길 38 (문정동), 02 4316586,127.126681,37.486842,N,N
J01DL3,송학점,전문블루핸즈,전북특별자치도 익산시 고현로 17 (송학동),063853 6817,126.940647,35.938919,N,N
M01DK9,송현중부점,전문블루핸즈,대구광역시 달서구 송현로 14 (송현동),053 6578204,128.550289,35.821147,N,N
B3Z009,수동현대서비스,종합블루핸즈,경기도 남양주시 수동면 비룡로 544,031 5595599,127.322986,37.688364,Y,N
J01DJ7,수성점,전문블루핸즈,전북특별자치도 정읍시 남북로 61 (수성동),063532 4114,35.570342,126.852307,N,N
M01DN9,수성중부점,전문블루핸즈,대구광역시 수성구 달구벌대로 2356 (수성동3가),053 7558200,35.859026,128.620236,N,N
L01DJ6,수완점,전문블루핸즈,전남광주통합특별시 광산구 수완로74번길 11-38 (수완동),062 9614111,126.829965,35.192832,N,N
E01000,수원하이테크센터,하이테크센터,경기도 용인시 기흥구 중부대로 30 현대자동차 수원하이테크센터,031 2065151,37.286951,127.105822,,
ME0D70,수유중부점,전문블루핸즈,서울특별시 강북구 인수봉로 183(수유동), 02 9338204,127.01285,37.63605,N,N
E01DL3,수지점,전문블루핸즈,경기도 용인시 수지구 신수로683번길 23 (풍덕천동),031 2611144,127.099986,37.330678,N,N
E01E64,수지중앙현대서비스,종합블루핸즈,경기도 용인시 수지구 풍덕천로190번길 15-4 블루핸즈 수지중앙현대서비스,031 2626655,37.325077,127.102621,N,Y
ME0D27,수택점,전문블루핸즈,경기도 구리시 원수택로 42 (수택동),031565 8204,127.140997,37.595686,N,N
J01K44,순창중앙현대서비스,종합블루핸즈,전북특별자치도 순창군 순창읍 강천로 19-6 ,063 6531234,127.113664,35.370608,N,N
L3Z003,순천서면현대상용서비스,종합블루핸즈,전남광주통합특별시 순천시 서면 순천로 76 ,061 7553630,127.488478,34.996722,N,N
L03000,순천하이테크센터,하이테크센터,전남광주통합특별시 순천시 순광로 197  조례동,061 7234111,34.963557,127.539148,,
E05H24,시민대로현대서비스,종합블루핸즈,경기도 안양시 동안구 벌말로 91 ,031 4216900,37.396478,126.968399,N,N
M01DQ6,시지점,전문블루핸즈,대구광역시 수성구 달구벌대로 3018 (시지동),053791 2868,128.687531,35.841986,N,N
M01L50,시지현대서비스,종합블루핸즈,대구광역시 수성구 욱수천로 90-17 (신매동),053 7951000,35.834613,128.712599,Y,N
E05000,시화하이테크센터,하이테크센터,경기도 시흥시 경제로 137  정왕동,031 4976110,37.335261,126.711728,,
E5Z002,시화현대서비스,종합블루핸즈,경기도 시흥시 군자천로 271 ,031 4975555,37.341963,126.730031,N,N
ME0D78,신곡남부점,전문블루핸즈,경기도 의정부시 동일로 512 (신곡동),031844 8200,127.058656,37.734058,N,N
ME0D60,신곡점,전문블루핸즈,경기도 의정부시 부용로 9 (금오동),031 8218204,127.059436,37.748311,N,N
MC0D45,신길남부점,전문블루핸즈,서울특별시 영등포구 신길로 65-1 , 02 8422715,126.9079,37.498675,N,N
ME0D57,신내점,전문블루핸즈,서울특별시 중랑구 봉화산로 226(신내동), 02 4958664,127.097889,37.6077,N,N
M01DR7,신당중부점,전문블루핸즈,대구광역시 달서구 달구벌대로 1206 (신당동),053583 8205,128.499219,35.851322,N,N
MC0D06,신목로점,전문블루핸즈,서울특별시 양천구 신목로 26 (신정동), 0226548000,126.874603,37.518275,N,N
M01DK2,신봉점,전문블루핸즈,경상북도 상주시 상산로 102 (신봉동),054 5368510,36.399897,128.159717,N,N
MD0D37,신봉점,전문블루핸즈,경기도 용인시 수지구 수지로227번길 2 (신봉동),031 2641722,127.084497,37.321336,N,N
B4M007,신사점(주),전문블루핸즈,서울특별시 강남구 압구정로4길 14 (신사동), 02 5158161,127.020119,37.521808,N,N
S02DM1,신안원지점,전문블루핸즈,경상남도 산청군 신안면 원지로 38,055 9740971,127.975847,35.301808,N,N
L1M014,신안점,전문블루핸즈,전남광주통합특별시 북구 중흥로 124 ,062 3838020,126.907722,35.162586,N,N
S02DP3,신안점,전문블루핸즈,경상남도 진주시 신안로 18 (신안동),055 7416464,35.179915,128.071773,N,N
E1Z015,신영통현대서비스(주),종합블루핸즈,경기도 수원시 영통구 권선로 899 ,031 2033775,127.0456,37.249408,Y,Y
MD0D57,신월대형점,전문블루핸즈,서울특별시 양천구 남부순환로 563 (신월동), 0226074343,126.8391,37.518783,N,N
S02DN1,신월점,전문블루핸즈,경상남도 창원시 성산구 신사로35번길 26 ,055 2818572,128.691139,35.227422,N,N
MC0D21,신월중부점,전문블루핸즈,서울특별시 양천구 오목로 13 (신월동), 0226037784,126.839122,37.521506,N,N
E01DG1,신장점,전문블루핸즈,경기도 평택시 신장로 176(신장동),031 6630955,127.053539,37.090056,,
S1M004,신정남부점,전문블루핸즈,울산광역시 남구 돋질로 111 ,052 2572217,35.539697,129.31771,N,Y
MC0D29,신정서부점,전문블루핸즈,서울특별시 양천구 목동남로 72 (신정동), 0226528271,126.867158,37.509894,N,N
MC0D38,신정중부점,전문블루핸즈,서울특별시 양천구 신정중앙로 40 (신정동), 0226958201,126.856194,37.527175,N,N
S1M001,신정중부점,전문블루핸즈,울산광역시 남구 팔등로 3 (신정동),052257 8272,129.307094,35.543997,N,Y
L01DN1,신창진흥점,전문블루핸즈,전남광주통합특별시 광산구 북문대로 482 (신창동),062 9613111,35.198468,126.844404,N,N
Z1Z024,신창현대서비스㈜,종합블루핸즈,충청남도 공주시 우금티로 616 (금학동),041 8579977,127.129036,36.442553,Y,Y
M1M006,신천점,전문블루핸즈,대구광역시 동구 동부로 51(신천동),053 9528204,35.875132,128.617945,N,N
E05DN9,신천점,전문블루핸즈,경기도 시흥시 수인로3409번길 65 (신천동),031313 2040,126.780019,37.436039,N,N
J01DM4,신태인점,전문블루핸즈,전북특별자치도 정읍시 신태인읍 신태인중앙로 61,063571 5582,126.891792,35.689803,N,N
P02DK3,신평점,전문블루핸즈,부산광역시 사하구 하신중앙로 118 ,051 2718257,128.965464,35.089722,N,N
MF0D60,신포점,전문블루핸즈,인천광역시 제물포구 인중로182번길 6-3 ,032 8887117,37.469234,126.624663,N,N
S2M011,신항점,전문블루핸즈,경상남도 사천시 신항로 53(동금동),055 8352100,34.932569,128.084545,N,N
Z21Z40,신흥현대서비스,종합블루핸즈,경기도 부천시 신흥로 384 (내동),032 6825805,126.775597,37.518175,N,N
ME0D54,쌍문점,전문블루핸즈,서울특별시 도봉구 도당로 22 (쌍문동), 02 9023827,37.660288,127.035376,N,N
G01DH1,쌍용점,전문블루핸즈,충청남도 천안시 서북구 월봉7길 39 (쌍용동),041 5768204,127.115797,36.790586,N,N
L1M005,쌍촌점,전문블루핸즈,전남광주통합특별시 서구 천변좌하로484번길 2,062 3758204,126.863775,35.167294,N,N
T1M011,아라동부점,전문블루핸즈,제주특별자치도 제주시 간월동로 67,064 7227982,33.488246,126.549196,N,N
T1M003,아라점,전문블루핸즈,제주특별자치도 제주시 아봉로 11 ,064 7598272,33.478428,126.545226,N,Y
I1Z020,아산현대서비스(주),종합블루핸즈,충청남도 아산시 온천대로 1790-9,041 5311122,36.773052,127.035244,Y,Y
N1M004,안강점,전문블루핸즈,경상북도 경주시 안강읍 안강중앙로 40-1,054 7638205,129.204475,35.995264,N,N
P1M008,안락점,전문블루핸즈,"부산광역시 동래구 반송로 210, 외1필지(안락동)",051 5238204,129.0977,35.199531,N,Y
I1M004,안면점,전문블루핸즈,충청남도 태안군 안면읍 장터로 50-1,041 6734351,126.349939,36.514403,N,N
S02DL7,안민점,전문블루핸즈,경상남도 창원시 성산구 공단로 734 블루핸즈 안민점,055 2648204,128.693878,35.188789,N,N
L03DJ6,안산점,전문블루핸즈,전남광주통합특별시 여수시 장성3길 10 (안산동),061 6838292,34.753875,127.656134,N,N
E1M013,안성서부점,전문블루핸즈,경기도 안성시 대덕면 중앙로 30 ,031 6728889,37.013287,127.232106,N,N
E01E85,안성중앙현대서비스,종합블루핸즈,경기도 안성시 대덕면 만세로 37 ,031 6769800,37.023661,127.239659,Y,Y
Z1Z013,안성현대상용서비스,종합블루핸즈,경기도 안성시 미양면 안성대로 697-16,031 6710004,127.250361,36.982286,N,N
B3M002,안암점,전문블루핸즈,서울특별시 성북구 안암로 107 (안암동5가), 02 9220700,37.585284,127.031504,N,N
E05DH8,안양북부점,전문블루핸즈,경기도 안양시 만안구 만안로 290-1 (안양동),031 4428204,126.918803,37.405606,N,N
I01DP8,안영점,전문블루핸즈,대전광역시 중구 대둔산로 237 (안영동),042 5861393,127.381356,36.291292,N,N
E1M019,안중점,전문블루핸즈,경기도 평택시 안중읍 안청로 68 ,031 6818224,126.915206,36.994956,N,N
E1Z007,안중현대서비스(주),종합블루핸즈,경기도 평택시 오성면 서동대로 2061,031 6821900,37.008108,126.971438,N,Y
N01DH5,야사점,전문블루핸즈,경상북도 영천시 충효로 171 ,054 3380003,128.947189,35.977978,N,N
MF0D38,약대점,전문블루핸즈,경기도 부천시 원미구 중동로 365 ,032 6752254,126.769736,37.512547,N,N
S02DH5,양덕동부점,전문블루핸즈,경상남도 창원시 마산회원구 합성옛길 42,055 2978204,128.582875,35.233956,N,N
S02CA2,양덕점,전문블루핸즈,경상남도 창원시 마산회원구 양덕남9길88(양덕동),055 2968204,35.224259,128.587688,N,N
N1M001,양덕점,전문블루핸즈,경상북도 포항시 북구 양덕동 천마로 46번길 28-8,054253 8383,129.3999,36.080331,N,N
P3M010,양산남부점,전문블루핸즈,경상남도 양산시 중앙로 81 ,055 3890043,129.038444,35.338192,N,N
P03DH4,양산북부점,전문블루핸즈,경상남도 양산시 양산대로 1004 ,055 3831810,35.359677,129.040987,N,N
P03DH5,양산소토점,전문블루핸즈,경상남도 양산시 양산대로 1223,055 3741800,129.047314,35.378639,N,N
P3Z004,양산중부현대서비스,종합블루핸즈,경상남도 양산시 어실로 183 ,055 3870070,129.025939,35.376503,N,N
F01DK8,양양점,전문블루핸즈,강원특별자치도 양양군 양양읍 동해대로 2865,033 6711918,128.629467,38.100111,,
MD0D50,양재남부점,전문블루핸즈,서울특별시 서초구 마방로 36 (양재동),02 576 0097,37.475565,127.041904,N,N
MD0D54,양재동부점,전문블루핸즈,서울특별시 서초구 바우뫼로 187 (양재동),02 573 5872,37.479283,127.040088,N,N
MD0D78,양재북부점,전문블루핸즈,서울특별시 서초구 강남대로18길 16-12 (양재동), 02 5298214,127.039606,37.471486,N,N
MD0D74,양재점,전문블루핸즈,서울특별시 서초구 매헌로 50 (양재동), 02 5298272,127.034411,37.465292,N,N
MD0D21,양재중부점,전문블루핸즈,서울특별시 서초구 강남대로4길 5 (양재동),02 578 1331,37.466841,127.04248,N,N
B4Z007,양재현대서비스,종합블루핸즈,서울특별시 서초구 남부순환로342길 100-9(양재동) , 02 5724665,37.4759,127.027778,N,Y
ME0D55,양주샘내점,전문블루핸즈,경기도 양주시 평화로 1307 (산북동),031 8432880,127.045789,37.807678,N,N
Z12Z72,양주현대서비스,종합블루핸즈,경기도 양주시 광적면 부흥로 931 ,031 8361101,37.810751,126.993269,Y,N
MF0D78,양촌점,전문블루핸즈,경기도 김포시 양촌읍 양곡4로 40,031 9961611,37.652982,126.620979,N,N
MB0D78,양평동부점,전문블루핸즈,경기도 양평군 양평읍 백안길 9 ,031 7718246,37.49056,127.508104,N,N
ME0D32,양평점,전문블루핸즈,경기도 양평군 양평읍 양근로 15,031 7745511,37.501024,127.477208,N,N
Z13Z73,양평현대서비스,종합블루핸즈,경기도 양평군 양평읍 경강로 1744 ,031 7722301,37.501592,127.474358,N,N
S01DG5,언양점,전문블루핸즈,울산 울주군 언양읍 서부리 260-15,052 2632308,35.564763,129.112497,N,N
S1Z009,언양현대서비스,종합블루핸즈,울산광역시 울주군 상북면 봉화로 248 ,052 2648272,35.571106,129.100635,Y,Y
L03DH5,여서점,전문블루핸즈,전남광주통합특별시 여수시 여서로 228 (여서동),061 6538204,127.706728,34.74905,N,N
L3Z002,여수산단현대상용서비스,종합블루핸즈,전남광주통합특별시 여수시 산단중앙로 67 ,061 6927575,127.645667,34.826183,N,N
E01DN4,여주점,전문블루핸즈,경기도 여주시 세종로 82 (홍문동),031 8867282,127.634642,37.290711,N,N
MF0D31,역곡점,전문블루핸즈,경기도 부천시 소사구 경인로 479 ,032 3438204,126.808853,37.483333,N,N
MB0D93,역동점,전문블루핸즈,경기도 광주시 문화로 39 (역동),031 7977744,37.407083,127.254621,N,N
MD0D19,역삼남부점,전문블루핸즈,서울특별시 강남구 봉은사로 234 (역삼동),02 555 8272,127.037861,37.508244,N,Y
B4Z006,역삼현대서비스,종합블루핸즈,서울특별시 강남구 역삼로 238(역삼동), 02 5619830,127.042622,37.497169,N,N
T1M004,연동점,전문블루핸즈,제주특별자치도 제주시 신대로21길 34-1 ,064 7113132,33.481937,126.500247,N,N
I1M008,연무점,전문블루핸즈,충청남도 논산시 연무읍 득안대로 452-1,041 7428204,127.098964,36.111011,N,N
P01M46,연산현대서비스,종합블루핸즈,부산광역시 연제구 과정로 198 ,051 7584894,35.188208,129.105715,Y,N
G01DK5,연수점,전문블루핸즈,충청북도 충주시 국원초5길 49 (연수동),043848 8482,127.945519,36.981717,N,N
P01DJ2,연지점,전문블루핸즈,부산광역시 부산진구 성지로 10-1 (연지동),051 8038204,35.171551,129.055435,N,N
B3M014,연천점,전문블루핸즈,경기도 연천군 연천읍 연천로 177,031 8340174,127.073231,38.092839,N,N
S2M002,연초점,전문블루핸즈,경상남도 거제시 연초면 거제대로 4453,055 6338204,34.900126,128.644825,N,N
S02Q42,연초현대서비스,종합블루핸즈,경상남도 거제시 연초면 방곡길 3 ,055 6362600,128.662,34.910472,N,N
MA0D18,연희점,전문블루핸즈,서울특별시 서대문구 연희맛로 3-1 (연희동), 02 3328204,126.928283,37.565931,N,N
MF0D24,연희점,전문블루핸즈,인천광역시 서구 심곡로 205 (연희동),032566 0023,126.681906,37.551278,,
A1Z008,열쇠콜,종합블루핸즈,서울특별시 강서구 강서로45길 19(화곡동),00015881313,0,0,,
MC0D58,염창점,전문블루핸즈,서울특별시 강서구 양천로 721 (염창동), 0236637788,126.876114,37.549581,N,N
S01DK3,염포점,전문블루핸즈,울산광역시 북구 염포로753,052 2888272,129.397867,35.527578,N,N
L01DK5,영광점,전문블루핸즈,전라남도 영광군 영광읍 천년로 1408 ,061 3538236,35.270663,126.49822,N,N
G01DH5,영동점,전문블루핸즈,충청북도 영동군 영동읍 난계로 1120-4,043 7456300,36.178026,127.76962,N,N
I1Z016,영동현대서비스,종합블루핸즈,충청북도 영동군  영동읍 기골로 190,043 7423333,36.187471,127.790727,N,N
J1M001,영등동부점,전문블루핸즈,전북특별자치도 익산시 고봉로 182 (영등동),063832 8572,126.967472,35.948375,N,N
MC0D65,영등포점,전문블루핸즈,서울특별시 영등포구 국회대로 663-1 (영등포동7가), 0226778204,126.907817,37.525611,N,N
L1M010,영암점,전문블루핸즈,전남광주통합특별시 영암군 영암읍 새동네길 5 (교동리),061 8132111,34.794629,126.68992,N,N
L01DL1,영암한라점,전문블루핸즈,전남광주통합특별시 영암군 삼호읍 대불로 370,061 4612222,126.393814,34.761316,N,N
G01DJ1,영운점,전문블루핸즈,충청북도 청주시 상당구 단재로 157 (영운동),043 2528572,127.500325,36.615681,N,N
Z35Z01,영원자동차공업(주),종합블루핸즈,서울특별시 도봉구 도봉로136길 49(창동), 02 9089700,127.043975,37.659658,N,N
M1Z007,영주종합정비공장,종합블루핸즈,경상북도 영주시 구성로88번길 172 (휴천동),054 6342800,128.635408,36.808783,N,N
N01DG5,영천점,전문블루핸즈,경상북도 영천시 향군로 16(화룡동),054 3368204,128.919386,35.964344,N,N
N01N24,영천현대서비스,종합블루핸즈,경상북도 영천시 금호읍 금호로 338-32 ,054 3373005,35.93749,128.895676,N,N
E01DK1,영통중부점,전문블루핸즈,경기도 수원시 영통구 영통로345번길 11 ,031 2051472,127.063969,37.256486,N,N
E01E75,영통중앙현대서비스,종합블루핸즈,경기도 수원시 영통구 매영로 261 ,031 2040123,37.258088,127.065769,Y,Y
I01DH4,예산점,전문블루핸즈,충청남도 예산군 오가면 예산산업단지로 6,041 3338204,36.68439,126.815783,N,N
I01DJ5,예천점,전문블루핸즈,충청남도 서산시 예천동 나무장1길44 (예천동),041 6726677,126.442543,36.77226,N,N
M01DN5,예천점,전문블루핸즈,경상북도 예천군 예천읍 충효로 200 ,054 6558582,128.446186,36.649667,N,N
I01DK6,오관점,전문블루핸즈,충청남도 홍성군 홍성읍 충서로 1402,041 6348872,36.600667,126.653745,N,N
MA0D96,오남서부점,전문블루핸즈,경기도 남양주시 오남읍 진건오남로759번길 101,031 5758672,37.696153,127.19715,N,N
MF0D62,오류점,전문블루핸즈,인천광역시 서구 단봉로 142 (오류동),032 5688204,37.597348,126.636092,N,N
MC0D22,오류점,전문블루핸즈,서울특별시 구로구 서해안로 2239 (오류동), 0226149933,126.83525,37.488458,,
MF0D54,오류중부점,전문블루핸즈,인천광역시 서구 보듬7로 11(오류동),032 5480482,126.614408,37.594453,N,N
ME0D67,오산점,전문블루핸즈,경기도 양주시 백석읍 권율로 1385,031826 7474,126.977483,37.807097,N,N
G01CA6,오송점,전문블루핸즈,충청북도 청주시 흥덕구 오송읍 만수1길 4-2,043 2349219,127.327486,36.6228,N,N
MF0D70,오정점,전문블루핸즈,경기도 부천시 오정구 오정로 230 ,032 6768272,126.784897,37.528303,N,N
G1M012,오창남부점,전문블루핸즈,충청북도 청주시 청원구 오창읍 과학산업3로 78-15,043 2148203,36.697458,127.421545,N,N
G1M004,오창장대점,전문블루핸즈,충청북도 청주시 청원구 오창읍 오창시내1길 13,043 2188572,127.457781,36.738936,N,N
G01CA5,오창점,전문블루핸즈,충청북도 청주시 청원구  오창읍 양청송대길 9-4,043 2178204,36.71335,127.438842,N,Y
N01DH7,오천점,전문블루핸즈,경상북도 포항시 남구 오천읍 용덕리 332-3,054 2924473,129.414453,35.973781,N,N
Z14Z35,오토바디모터스,종합블루핸즈,서울특별시 영등포구 양평로21길 16 (양평동5가), 0226764441,37.536689,126.892674,Y,N
B2Z019,오포현대서비스㈜,종합블루핸즈,경기도 광주시 신현로 85 ,031 7183333,37.360791,127.156842,Y,Y
E1Z003,오학자동차,종합블루핸즈,"경기도 여주시 도예로 77(오학동, 284-3)",031 8851901,127.643019,37.309872,N,N
M01DQ9,옥계점,전문블루핸즈,경상북도 구미시 산호대로24길 9-33 ,054 4713691,128.416047,36.136475,N,N
I01DH3,옥룡점,전문블루핸즈,충청남도 공주시 무령로 339 (옥룡동),041 8570711,127.136578,36.457806,N,N
G01DL2,옥산점,전문블루핸즈,충청북도 청주시 흥덕구 옥산면 오송가락로 895,043 2601988,127.380233,36.666475,N,N
MB0D43,옥수점,전문블루핸즈,서울특별시 성동구 독서당로 177 (옥수동), 0222818204,127.011106,37.541869,N,N
B3Z010,옥정현대서비스,종합블루핸즈,경기도 양주시 율정로 257-14,031 8575580,37.817607,127.103848,Y,Y
I01DP7,옥천동부점,전문블루핸즈,충청북도 옥천군 옥천읍 중앙로 190,043 7338218,127.576089,36.312692,N,N
Z1Z016,옥천현대상용서비스,종합블루핸즈,충청북도 옥천군 옥천읍 옥천동이로 100-8 (매화리 283-3),043 7322200,127.586156,36.301575,N,N
S02DH1,옥포점,전문블루핸즈,경상남도 거제시 거제대로 3702 (옥포동),055 6882222,128.692486,34.887817,N,N
S02Q56,옥포현대서비스,종합블루핸즈,경상남도 거제시 옥포로12길 18 (옥포동),055 6873377,128.692994,34.89205,N,N
S01DJ7,온산점,전문블루핸즈,울산광역시 울주군 온산읍 덕신로 248,052238 8448,129.308431,35.433217,N,N
MC0D66,온수점,전문블루핸즈,서울특별시 구로구 부일로 847 (온수동), 0220663900,126.821519,37.4919,N,N
S1Z007,온양현대서비스,종합블루핸즈,울산광역시 울주군 온양읍 선양골길 11,052 2340032,35.405407,129.300951,N,Y
P01CA4,온천점,전문블루핸즈,부산광역시 동래구 중앙대로1307번길 6 (온천동),051 5051123,35.203934,129.077535,N,Y
I01DL6,온천점(주),전문블루핸즈,충청남도 아산시 시민로 463-4 (온천동),041 5338252,127.001314,36.790008,N,N
L01DG7,완도점,전문블루핸즈,전남광주통합특별시 완도군 완도읍 개포로159번길 28,061 5548244,126.744378,34.321617,N,N
B2Z015,왕십리역현대서비스,종합블루핸즈,서울특별시 성동구 고산자로 224 , 0222930626,37.559766,127.034597,Y,Y
M01DP6,왜관점,전문블루핸즈,경상북도 칠곡군 왜관읍 관문로 148-5,054974 3306,128.410728,35.987853,N,N
T01DH7,외도점,전문블루핸즈,제주특별자치도 제주시 우평로 345-8 ,064 7433655,33.483446,126.430013,N,N
N01DH1,외동점,전문블루핸즈,경상북도 경주시 외동읍 모화남1길5,054 7757373,35.670525,129.336711,N,N
J01DJ4,요촌점,전문블루핸즈,전북특별자치도 김제시 중앙로 130 (요촌동),063 5443721,35.802821,126.889575,N,N
S02DN4,용강점,전문블루핸즈,경상남도 사천시 주공로 103 ,055 8338206,34.945233,128.084312,N,N
N01CA1,용강점,전문블루핸즈,경상북도 경주시 소금강로19번길 17-2번지,054741 8204,129.221614,35.861442,N,N
S02DH3,용남중부점,전문블루핸즈,경상남도 통영시 용남면 남해안대로 533,055 6455417,128.441303,34.861086,N,N
I01DG9,용문점,전문블루핸즈,대전광역시 서구 도산로 339 (용문동),042 5368204,127.389494,36.335708,N,N
L01DH3,용봉점,전문블루핸즈,전남광주통합특별시 북구 설죽로 223 (용봉동),062523 8205,126.897653,35.179553,N,N
M1M003,용산점,전문블루핸즈,대구광역시 달서구 새방로 28 (용산동),053 6438572,35.861144,128.522124,N,N
M01DM7,용상점,전문블루핸즈,경상북도 안동시 관광단지로 71 (용상동),054822 8505,128.755197,36.555264,N,N
G01DL8,용암동부점,전문블루핸즈,충청북도 청주시 상당구 용암북로168번길 11-2 (용암동),043 2858277,36.622695,127.515935,N,Y
S2M010,용원웅동점,전문블루핸즈,"경상남도 창원시 진해구 용원북로11번가길 38,40",055 7151472,128.810647,35.104436,N,N
S2M007,용원점,전문블루핸즈,경상남도 창원시 진해구 만금로 9(용원동),055 5478873,128.821981,35.098856,N,N
B2Z025,용인백암현대상용서비스,종합블루핸즈,경기도 용인시 처인구 원삼면 죽양대로1626번길 32 용인백암현대상용서비스,031 3382088,127.336247,37.185272,,
E01E54,용인현대자동차공업(주),종합블루핸즈,경기도 용인시 처인구 양지면 중부대로 2038-8,031 3215656,37.226008,127.270423,N,N
I01CA1,용전점,전문블루핸즈,대전광역시 동구 계족로505번길 3 (용전동),042636 0711,127.4325,36.356744,N,N
HI0D02,용현대형점,전문블루핸즈,경기도 의정부시 시민로416번길 35-19 (용현동),031 8568855,127.079872,37.732511,N,N
MF0D27,용현점,전문블루핸즈,"인천광역시 미추홀구 토금중로11번길 10, 1층(용현동)",032 8881221,126.635361,37.454347,N,N
MI0D04,용현점,전문블루핸즈,경기도 의정부시 용민로26번길 17 (용현동),031851 5182,127.082617,37.735383,N,N
E01CA1,우만점,전문블루핸즈,경기도 수원시 팔달구 경수대로 678 (우만동),031 2510056,127.027694,37.28585,N,N
B4Z005,우면현대서비스,종합블루핸즈,서울특별시 서초구 형촌2길 26 , 02 5433700,127.021533,37.464897,N,N
L01DM5,우수영점,전문블루핸즈,전남광주통합특별시 해남군 문내면 명량로 191,061 5335254,34.595474,126.314258,N,N
P01DL5,우암점,전문블루핸즈,부산광역시 남구 우암로 264-2,051 6425546,129.068544,35.126097,N,N
E01DM7,우정점,전문블루핸즈,경기도 화성시 우정읍 기아자동차로 541,031358 4499,126.79405,37.063722,N,N
D1M005,운서점,전문블루핸즈,인천광역시 영종구 은골로 77 ,032 7463235,126.490867,37.496411,N,N
MA0D16,운정점,전문블루핸즈,경기도 파주시 교하로159번길 55(목동동),031 9637773,126.740825,37.724061,N,N
B2M003,운중점,전문블루핸즈,경기도 성남시 분당구 산운로32번길 10 (운중동),031 7087117,127.065025,37.39185,N,N
G01DJ7,운천점,전문블루핸즈,충청북도 청주시 흥덕구 1순환로 389 (운천동),043 2753868,36.65556,127.472695,N,N
Z12Z83,운천현대서비스,종합블루핸즈,경기도 포천시 영북면 호국로 3707-12,031 5316228,127.272408,38.067831,Y,N
